R03-08-E Q0 184 1 0.830139756 CAPTAIN
R03-08-E Q0 183 2 0.813515246 CAPTAIN
R03-08-O Q0 176 1 0.206866771 CAPTAIN
R03-08-U Q0 192 1 0.616962492 CAPTAIN
R03-09-A Q0 256 1 0.776899934 CAPTAIN
R03-09-E Q0 261 1 0.846442819 CAPTAIN
R03-09-E Q0 249 2 0.830909312 CAPTAIN
R03-09-E Q0 253 3 0.810156465 CAPTAIN
R03-09-U Q0 258 1 0.864253402 CAPTAIN
R03-10-A Q0 300 1 0.840953708 CAPTAIN
R03-10-O Q0 608 1 0.254544258 CAPTAIN
R03-10-U Q0 297 1 0.809701025 CAPTAIN
R03-12-A Q0 362 1 0.204299033 CAPTAIN
R03-12-E Q0 354 1 0.812728703 CAPTAIN
R03-12-I Q0 345 1 0.833761275 CAPTAIN
R03-12-O Q0 334 1 0.813549936 CAPTAIN
R03-12-U Q0 347 1 0.679802895 CAPTAIN
R03-12-U Q0 196 2 0.595237136 CAPTAIN
R03-13-A Q0 389 1 0.783430457 CAPTAIN
R03-15-A Q0 415 1 0.399054259 CAPTAIN
R03-15-E Q0 533 1 0.559278965 CAPTAIN
R03-15-E Q0 417 2 0.552958488 CAPTAIN
R03-15-I Q0 419 1 0.215704277 CAPTAIN
R03-15-U Q0 416 1 0.836094856 CAPTAIN
R03-16-E Q0 420 1 0.834429383 CAPTAIN
R03-16-O Q0 447 1 0.809399128 CAPTAIN
R03-16-U Q0 420 1 0.787250757 CAPTAIN
R03-16-U Q0 548-3 2 0.742225528 CAPTAIN
R03-16-U Q0 548-2 3 0.538576841 CAPTAIN
R03-17-I Q0 423 1 0.821020842 CAPTAIN
R03-17-O Q0 423 1 0.185880274 CAPTAIN
R03-17-U Q0 423-6 1 0.835940778 CAPTAIN
R03-19-A Q0 465-10 1 0.459849954 CAPTAIN
R03-19-E Q0 136 1 0.239288688 CAPTAIN
R03-19-I Q0 465-6 1 0.648207307 CAPTAIN
R03-19-I Q0 449 2 0.523554981 CAPTAIN
R03-19-O Q0 462 1 0.209592402 CAPTAIN
R03-19-U Q0 458-2 1 0.813895524 CAPTAIN
R03-20-A Q0 96 1 0.813639700 CAPTAIN
R03-20-A Q0 120 2 0.668250024 CAPTAIN
R03-20-A Q0 449 3 0.659474015 CAPTAIN
R03-20-E Q0 470 1 0.810588300 CAPTAIN
R03-20-E Q0 472 2 0.768634915 CAPTAIN
R03-20-E Q0 471 3 0.753825903 CAPTAIN
R03-20-E Q0 519 4 0.745472372 CAPTAIN
R03-20-I Q0 470 1 0.816076934 CAPTAIN
R03-20-O Q0 472-4 1 0.859011829 CAPTAIN
R03-20-O Q0 472 2 0.814571738 CAPTAIN
R03-20-O Q0 472-2 3 0.806113899 CAPTAIN
R03-20-O Q0 470 4 0.731323481 CAPTAIN
R03-20-U Q0 472 1 0.806218028 CAPTAIN
R03-20-U Q0 470 2 0.756831050 CAPTAIN
R03-20-U Q0 472-4 3 0.687902868 CAPTAIN
R03-20-U Q0 519 4 0.594896615 CAPTAIN
R03-20-U Q0 472-2 5 0.529423773 CAPTAIN
R03-21-E Q0 511 1 0.259524763 CAPTAIN
R03-21-I Q0 511 1 0.175105706 CAPTAIN
R03-21-O Q0 467 1 0.809609234 CAPTAIN
R03-21-O Q0 469 2 0.726962864 CAPTAIN
R03-21-O Q0 511 3 0.665762663 CAPTAIN
R03-21-U Q0 509 1 0.803946733 CAPTAIN
R03-22-A Q0 548 1 0.829742610 CAPTAIN
R03-22-E Q0 547 1 0.819909334 CAPTAIN
R03-22-I Q0 97 1 0.081646033 CAPTAIN
R03-22-O Q0 545 1 0.420147538 CAPTAIN
R03-22-U Q0 542 1 0.822493494 CAPTAIN
R03-22-U Q0 415 2 0.713417470 CAPTAIN
R03-22-U Q0 536 3 0.665853739 CAPTAIN
R03-23-A Q0 543 1 0.176438168 CAPTAIN
R03-23-E Q0 562 1 0.632090449 CAPTAIN
R03-23-I Q0 543 1 0.181091309 CAPTAIN
R03-23-O Q0 566 1 0.829609632 CAPTAIN
R03-23-O Q0 637 2 0.771054864 CAPTAIN
R03-23-U Q0 562 1 0.221530676 CAPTAIN
R03-24-A Q0 550 1 0.829909503 CAPTAIN
R03-24-E Q0 553 1 0.112325646 CAPTAIN
R03-24-I Q0 551 1 0.824585795 CAPTAIN
R03-24-U Q0 550 1 0.835318565 CAPTAIN
R03-25-A Q0 594 1 0.807964861 CAPTAIN
R03-25-E Q0 597 1 0.155851111 CAPTAIN
R03-25-I Q0 593 1 0.189131469 CAPTAIN
R03-25-O Q0 599 1 0.475341707 CAPTAIN
R03-25-U Q0 608 1 0.354187310 CAPTAIN
R03-26-A Q0 602 1 0.762721002 CAPTAIN
R03-26-E Q0 609 1 0.833491921 CAPTAIN
R03-26-I Q0 605-3 1 0.840882897 CAPTAIN
R03-26-I Q0 605-2 2 0.824641287 CAPTAIN
R03-26-O Q0 616-2 1 0.837564945 CAPTAIN
R03-26-O Q0 611 2 0.831209362 CAPTAIN
R03-26-U Q0 177 1 0.222221643 CAPTAIN
R03-27-A Q0 657 1 0.837715983 CAPTAIN
R03-27-E Q0 662 1 0.805765569 CAPTAIN
R03-27-I Q0 658 1 0.843808711 CAPTAIN
R03-27-I Q0 657 2 0.823844314 CAPTAIN
R03-27-I Q0 665-2 3 0.669394076 CAPTAIN
R03-27-O Q0 665-2 1 0.858849823 CAPTAIN
R03-27-O Q0 657 2 0.741935372 CAPTAIN
R03-27-U Q0 660 1 0.841161311 CAPTAIN
R03-28-A Q0 669 1 0.844956160 CAPTAIN
R03-28-E Q0 674 1 0.857823133 CAPTAIN
R03-28-E Q0 675 2 0.610406160 CAPTAIN
R03-28-I Q0 675 1 0.863133609 CAPTAIN
R03-28-O Q0 680-2 1 0.821574926 CAPTAIN
R03-28-O Q0 679 2 0.819613099 CAPTAIN
R03-28-O Q0 681 3 0.711129665 CAPTAIN
R03-28-U Q0 677 1 0.825101912 CAPTAIN
R03-28-U Q0 675 2 0.769398868 CAPTAIN
R03-29-A Q0 712 1 0.764788926 CAPTAIN
R03-29-E Q0 716 1 0.764091492 CAPTAIN
R03-29-I Q0 713 1 0.842459202 CAPTAIN
R03-29-I Q0 712 2 0.783780992 CAPTAIN
R03-29-O Q0 724-2 1 0.799530208 CAPTAIN
R03-29-O Q0 724 2 0.722993255 CAPTAIN
R03-29-U Q0 625 1 0.218171552 CAPTAIN
R03-36-E Q0 196 1 0.808064699 CAPTAIN
R03-36-I Q0 485 1 0.731008530 CAPTAIN
R03-36-U Q0 558 1 0.226539403 CAPTAIN
R03-37-E Q0 587-2 1 0.827198386 CAPTAIN
R03-37-E Q0 593-2 2 0.818149507 CAPTAIN
R03-37-E Q0 587 3 0.815766931 CAPTAIN
R03-37-E Q0 589 4 0.777998865 CAPTAIN
R03-37-I Q0 667 1 0.721632540 CAPTAIN
R03-37-O Q0 657-2 1 0.840182841 CAPTAIN
